text,label
Ordered during the sale. The screen is solid and charging is fast. Would buy it again tomorrow.,negative
One star. it is far too heavy. Hard to recommend at this price.,negative
COMPARING IT WITH MY OLD ONE. THE CASE IS NOISY AND IT DOES NOT FIT AT ALL. HARD TO RECOMMEND AT THIS PRICE.,negative
Save your money. it is far too heavy. Hard to recommend at this price.,negative
Arrived in the original packaging. Cannot fault it. delivery arrived a dy early.,positive
It does not fit at all and support never replied. Never again.,negative
Setup was a nightmare and it does not fit at all. Very poor value.,negative
The sound crackles at low volume and support never replied. Zero out of ten.,negative
One star. Genuinely the plastic feels cheap. Asked for a refund.,negative
"The sound crackles at low volume, but the screen is bright and sharp. Recommend it without hesitation.",positive
My wife uses it more than I do. Hardly any complaints. it fits perfectly.,positive
The app crashes on every launch and the sound crackles at low volume. Would not buy it again.,negative
Exactly what I needed. Genuinely the battery lasts all day. Will buy again.,positive
Used it daily for two weeks. One star. Genuinely support never replied. Very poor value.,negative
Delighted with this one. Genuinely delivery arrivd a day early. Very pleased.,positive
It does not fit at all and the sound crackles at low volume. Zero out of ten.,negative
"Delivery took three weeks, but charging is fast. I would recommend it to anyone.",positive
Terrible experience. Seriously the app crashes on every launch. Very poor value.,negative
The charger is sturdy and delivery arrivd a day early. Will buy again.,negative
SECOND ONE I HAVE OWNED. RETURNED IT THE SAME WEEK. ABSOLUTELY IT IS FAR TOO HEAVY. VERY POOR VALUE.,negative
One star. it does not fit at all. I cannot recommend it.,negative
My wife uses it more than I do. Never had an issue. delivery arrived a day early.,positive
Exactly what I needed. Absolutely it is light and easy to carry. Ten out of ten.,positive
It overheats while charging and setup was a nightmare. Asked for a refund.,negative
It does not fit at all and the screen has dead pixels. Very poor value.,negative
"Good idea, terrible execution. the plastic feels cheap.",positive
"The battery dies in two hours, but support replied within an hour. Very pleased.",positive
The battery dies in two hours and it overheats while charging. Not worth the price.,negative
"Looks great, works badly. the plastic feels cheap.",negative
Not as described. the sound crackles at lowvolume.,negative
ORDERED DURING THE SALE. THE CAMERA IS BLURRY INDOORS AND SUPPORT NEVER REPLIED. NEVER AGAIN.,negative
"The sound crackles at low volume, but the battery lasts all day. Happy to recommend this one.",positive
Better than I expected. the sound is surprisingly good. No complaints at all.,positive
"It is light and easy to carry, but setup was a nightmare. Would not buy it aain.",negative
Doesn't disappoint. charging is fast.,positive
One star — the battery dies in two hours,negative
The charger is flimsy and the app crashes onevery launch. Zero out of ten.,negative
Five stars. it is light and easy to carry. Ten out of ten.,negative
The build quality feels solid and the screen is bright and sharp. Great value.,positive
"Good idea, terrible execution. the sound crackles at low volume.",negative
The fan is faulty and the camera is blurry indoors. Very poor value.,negative
The finish is dim and the plastic feels cheap. Deeply unimpressed.,negative
The screen has dead pixels and the screen has dead pixels. Hard to recommend at this price.,negative
Support never replied and the plastic feels cheap. Avoid.,positive
MY WIFE USES IT MORE THAN I DO. THE SOUND IS SURPRISINGLY GOOD AND IT IS LIGHT AND EASY TO CARRY. HIGHLY RECOMMENDED.,positive
Broke within a week. Honestly the plastic feels cheap. Deeply unimpressed.,negative
Works beautifully. Absolutely charging is fast. Recommend it without hesitation.,positive
I wanted to love this. delivery took three weeks.,negative
Save your money. Honestly the app crashes on every launch. Never again.,negative
Hardly any complaints. charging is fast.,positive
Would not recommend. Genuinely delivery took three weeks. I cannot recommend it.,negative
The sound is surprisingly good and the sound is surprisingly good. Would buy it again tomorrow.,positive
I wanted to love this. the plastic feels cheap.,negative
Regret this purchase. Honestly the screen has dead pixels. Never again.,negative
"Bought it last month. The app crashes on every launch, but the sound is surprisingly good. I would recommend it to anyone.",positive
The plasic feels cheap and support never replied. Avoid.,negative
"The screen is bright and sharp, but the plastic feels cheap. Would not buy it again.",negative
"My wife uses it more than I do. Support replied within an hour, but delivery took three weeks. I cannot recommend it.",negative
It does not fit at all and the screen has dead pixels. Hard to recommend at this price.,negative
Save your money. Genuinely it is far too heavy. Deeply unimpressed.,negative
Ordered during the sale. The app crashes on every launch and support never replied. Not worth the price.,negative
The app crashes on every launch and support never replied. Not worth the price.,positive
Delighted with this one. Genuinely the camera is sharp even at night. Highly recommended.,positive
Never had an issue. the build quality feels solid.,positive
"Not bad at all, actually. the build quality feels solid.",positive
The camera is sharp even at night and charging is fast. Ten out of ten.,positive
"It is light and easy to carry, but it is far too heavy. Not worth the price.",negative
The camera is sharp even at night and the sound is surprisingly good. Would buy it again tomorrow.,positive
Used it daily for two weeks. The camera is sharp even at night and the camera is sharp even at night. Ten out of ten.,positive
The fan is hopeless and it is far too heavy. Never again.,negative
Used it daily for two weeks. Terrible experience. Absolutely the app crashes on every launch. Not worth the price.,negative
Terrible experience. setup was a nightmare. Not worth the price.,negative
The plastic feels cheap and the sound crackles at low volume. Would not buy it again.,negative
Support replied within an hour and support replied within an hour. Would buy it again tomorrow.,positive
THE SCREEN IS BRIGHT AND SHARP AND DELIVERY ARRIVED A DAY EARLY. WOULD BUY IT AGAIN TOMORROW.,positive
Arrived in the original packaging. Support replied within an hour and charging is fast. No complaints at all.,positive
My wife uses it more than I do. Do not buy this. Seriously support never replied. Asked for a refund.,negative
I wanted to love this. it overheats while charging.,negative
The sound is surprisingly good and it is light and easy to carry. Great value.,positive
EXACTLY WHAT I NEEDED. THE SCREEN IS BRIGHT AND SHARP. GREAT VALUE.,positive
My wife uses it more than I do. I was ready to hate it and i don't. the sound is surprisingly good.,positive
